category,name,type,cuisine,address,postcode,town,latitude,longitude,phone,website,opening_hours,stars,wheelchair,osm_id,osm_type,scraped_at
attractions,Waugh's Well,monument,,,,,53.6722973,-2.2606508,,,,,,4219615889,node,2026-03-06T09:52:37.364554
attractions,Baxenden Cricket Club,attraction,,,,,53.733661,-2.3408992,,,,,,4448410196,node,2026-03-06T09:52:37.364556
attractions,Whittaker Park West Entrance,park,,,,,53.7015212,-2.2983847,,,,,,4594806706,node,2026-03-06T09:52:37.364558
attractions,F35 Lightning II (replica),attraction,,,,,53.7794169,-2.5703067,,,,,,4904841880,node,2026-03-06T09:52:37.364561
attractions,Rochdale War Memorial,monument,,,,,53.6162784,-2.1597311,,,,,,5085948975,node,2026-03-06T09:52:37.364563
attractions,Wildgoose Wood Nature Area,nature_reserve,,,,,53.9020053,-2.7541186,,,,,,5138716917,node,2026-03-06T09:52:37.364565
attractions,Woodland Walkway,park,,,,,54.0628902,-2.1534037,,,,,,5213931272,node,2026-03-06T09:52:37.364568
attractions,Peter Scott Gallery,gallery,,,,,54.0119458,-2.7853971,+44 1524 594755,https://www.lancasterarts.org/visiting/performance-venues/peter-scott-gallery,,,,5322040132,node,2026-03-06T09:52:37.364570
attractions,Sebastopol Cannon,monument,,,,,53.7528264,-2.6961908,,,,,,5334221020,node,2026-03-06T09:52:37.364572
attractions,Yarrow Valley Country Park,attraction,,,,,53.6597448,-2.6616311,,,,,,5638066731,node,2026-03-06T09:52:37.364574
attractions,Leyland War Memorial,monument,,,,,53.6891861,-2.696359,,,,,,5772809106,node,2026-03-06T09:52:37.364576
attractions,Iron Waters,park,,,,,53.6413885,-2.1544803,,,,,,5952571293,node,2026-03-06T09:52:37.364578
attractions,Berry's Garden,monument,,,,,53.6247479,-2.6527114,,,,,,6027203877,node,2026-03-06T09:52:37.364580
attractions,King Street Studios,gallery,,"5A, King Street, Lancaster, LA1 1JN",LA1 1JN,Lancaster,54.0484593,-2.8028732,,https://www.kingstreetstudios.art/,Fr-Sa 11:00-17:30,,,6532295923,node,2026-03-06T09:52:37.364582
attractions,WS Contemporary Fine Art,gallery,,,,,53.6824809,-2.7026206,,,,,,6745888597,node,2026-03-06T09:52:37.364584
attractions,Bartleyart,gallery,,,,,53.6825381,-2.7023055,,,,,,6745888600,node,2026-03-06T09:52:37.364586
attractions,Centurion Tank,attraction,,,,,53.7133284,-2.7161899,,,,,,6785946638,node,2026-03-06T09:52:37.364590
attractions,King's Own Regiment Museum,museum,,"Market Square, Lancaster, LA1 1HT",LA1 1HT,Lancaster,54.0489898,-2.8017465,,http://www.kingsownmuseum.com/,"Mo-Tu,Fr-Su 10:30-16:00; We-Th off",,,6820159648,node,2026-03-06T09:52:37.364592
attractions,Gordale Scar,attraction,,,,,54.0726558,-2.1305677,,,,,,7028294218,node,2026-03-06T09:52:37.364594
attractions,Obelisk,monument,,,,,53.826249,-2.6704347,,,,,,7522720425,node,2026-03-06T09:52:37.364596
attractions,Lancashire Dialect Poets Monument,monument,,,,,53.6147266,-2.16147,,,,,,8033553288,node,2026-03-06T09:52:37.364597
attractions,Top of Orr's Mill Tower,monument,,,,,53.736795,-2.6581742,,,,,,8600557857,node,2026-03-06T09:52:37.364599
attractions,Victoria Cave,attraction,,,,,54.080988,-2.2487083,,,,,,9457943140,node,2026-03-06T09:52:37.364602
attractions,Martholme Viaduct,monument,,,,,53.8005336,-2.3786886,,,,,,9531100617,node,2026-03-06T09:52:37.364603
attractions,Jubilee Cave,attraction,,,,,54.0853889,-2.2498231,,,,,,9635002688,node,2026-03-06T09:52:37.364605
attractions,Big White Shed,gallery,,"30, Yorkshire Street West, Morecambe",,Morecambe,54.0655068,-2.8805644,,,,,yes,9643922939,node,2026-03-06T09:52:37.364608
attractions,Museum of North Craven Life,museum,,,,,54.0676176,-2.2753449,,https://www.thefolly.org.uk/,,,,9708902641,node,2026-03-06T09:52:37.364612
attractions,Lancashire Police Museum,museum,,"Castle Park, Lancaster, LA1 1YJ",LA1 1YJ,Lancaster,54.0502506,-2.8054194,,https://www.lancashirepolicemuseum.co.uk/,"Th-Sa 10:30-12:30,13:30-16:00",,no,9785617591,node,2026-03-06T09:52:37.364614
attractions,Market Cross,monument,,,,,53.7825961,-2.8714134,,,,,,10688519615,node,2026-03-06T09:52:37.364616
attractions,Victoria Jubilee Light,monument,,,,,53.7821468,-2.8754072,,,,,,10690412391,node,2026-03-06T09:52:37.364617
attractions,Ellenroad Steam Museum,museum,,"Elizabethan Way, Rochdale, OL16 4LG",OL16 4LG,Rochdale,53.6013833,-2.1066841,,https://www.ellenroad.org.uk,,,,10815532370,node,2026-03-06T09:52:37.364619
attractions,Studio Vault,gallery,,"Settle, BD24 9EJ",BD24 9EJ,Settle,54.068463,-2.2768149,,https://studiovault.co.uk/,Tu-Sa 10:30-17:00,,,10828142395,node,2026-03-06T09:52:37.364621
attractions,Longitutde Art Gallery and Interiors,gallery,,,,,53.8714045,-2.3916928,,,,,,11510447895,node,2026-03-06T09:52:37.364625
attractions,Pilgrim's Stone,monument,,,,,53.6598279,-2.3468591,,,,,,11579944803,node,2026-03-06T09:52:37.364627
attractions,Waverly Park [Formerly Ribbleton Park],park,,,,,53.7667077,-2.6682069,,,,,,12229882848,node,2026-03-06T09:52:37.364629
attractions,Duke of Lancaster's Own Yeomanry Museum,museum,,,,,53.7612999,-2.6883701,,https://sites.google.com/site/archivesofthedloyeomanry/,,,,12526955807,node,2026-03-06T09:52:37.364631
attractions,Lancashire Infantry Museum,museum,,,,,53.778271,-2.6862404,,https://www.lancashireinfantrymuseum.org.uk/,,,,12526966773,node,2026-03-06T09:52:37.364635
attractions,Gawthorpe Textiles Collection,museum,,,,,53.8027319,-2.2949081,,https://www.gawthorpetextiles.org.uk/,,,,12563938680,node,2026-03-06T09:52:37.364637
attractions,Higher Mill,museum,,,,,53.689447,-2.3375505,,,,,,12625528800,node,2026-03-06T09:52:37.364639
attractions,Whitakers' Mill,museum,,,,,53.6898742,-2.3372743,,,,,,12625580101,node,2026-03-06T09:52:37.364641
attractions,The Pinnacle,monument,,,,,53.8696905,-2.3933617,,https://www.heritage-cr.co.uk/project/clitheroe-castle-pinnacle/,,,,13011682655,node,2026-03-06T09:52:37.364643
attractions,The Astronomy Centre,attraction,,"501, Bacup Road, Todmorden, OL14 7HP",OL14 7HP,Todmorden,53.7112863,-2.1545045,,,Sa 19:30-00:00,,,13169247601,node,2026-03-06T09:52:37.364645
attractions,Mercer Park,park,,,,,53.7753222,-2.3899371,,,,,,4214174,way,2026-03-06T09:52:37.364647
attractions,Bold Venture Park,park,,,,,53.6914948,-2.4736347,,,,,,4565424,way,2026-03-06T09:52:37.364649
attractions,Queen's Park,park,,,,,53.7405576,-2.4601933,,,,,,4719407,way,2026-03-06T09:52:37.364651
attractions,Winckley Square,park,,,,,53.7561172,-2.7016155,,,,,,4721278,way,2026-03-06T09:52:37.364653
attractions,Moor Park,attraction,,,,,53.7731267,-2.6986199,,https://historicengland.org.uk/listing/the-list/list-entry/1001309,,,,4920226,way,2026-03-06T09:52:37.364657
attractions,Haslam Park,park,,,,,53.7731561,-2.7354617,,,,,,4920236,way,2026-03-06T09:52:37.364659
attractions,Williamson Park,park,,,,,54.0456494,-2.7818923,,,24/7,,,10904749,way,2026-03-06T09:52:37.364661
attractions,Ribbleton Park,park,,,,,53.7669034,-2.6683959,,,,,,20015271,way,2026-03-06T09:52:37.364663
attractions,Miller Park,park,,,,,53.7520353,-2.7043859,,,,,,22794769,way,2026-03-06T09:52:37.364665
attractions,Martin Mere Wetland Centre,nature_reserve,,"Fish Lane, Burscough, L40 0TA",L40 0TA,Burscough,53.6197434,-2.8660207,+44 1704 895181,https://www.wwt.org.uk/wetland-centres/martin-mere/,Apr 1-Oct 28 09:30-18:00; Oct 29-Mar 31 09:30-16:30; Dec 25 off,,yes,23030226,way,2026-03-06T09:52:37.364667
attractions,Thompson Park,park,,,,,53.795031,-2.2374151,,,,,,23360483,way,2026-03-06T09:52:37.364669
attractions,West End Gardens,park,,,,,54.0656303,-2.8834219,,,,,,24642679,way,2026-03-06T09:52:37.364671
attractions,Happy Mount Park,park,,,,,54.0801215,-2.8330744,,,,,,24705346,way,2026-03-06T09:52:37.364673
attractions,Greaves Park,park,,,,,54.0401782,-2.7947296,,,,,,24710899,way,2026-03-06T09:52:37.364674
attractions,Hall Park,park,,,,,54.0670947,-2.8371655,,,,,,25517842,way,2026-03-06T09:52:37.364678
attractions,Withy Grove Park,park,,,,,53.7287141,-2.6545173,,,,,,28882881,way,2026-03-06T09:52:37.364680
attractions,Sunny Slopes,park,,,,,54.0547251,-2.8936818,,,,,,30219691,way,2026-03-06T09:52:37.364682
attractions,Fishwick Bottoms Nature Reserve,nature_reserve,,,,,53.7572268,-2.674857,,,,,,31776100,way,2026-03-06T09:52:37.364683
attractions,Grange Park,park,,,,,53.7785629,-2.652204,,,,,,31787243,way,2026-03-06T09:52:37.364685
attractions,Eaves Brook Linear Park,park,,,,,53.7795006,-2.6668831,,,,,,31797805,way,2026-03-06T09:52:37.364687
attractions,Eaves Brook Linear Park,park,,,,,53.7792451,-2.6607894,,,,,,31798263,way,2026-03-06T09:52:37.364688
attractions,Towneley Gardens,park,,,,,53.8315746,-2.6046045,,,,,,32441612,way,2026-03-06T09:52:37.364690
attractions,Highfield Park,park,,,,,53.8278853,-2.6000558,,,,,,37608787,way,2026-03-06T09:52:37.364692
attractions,Regent Park,park,,"Regent Road, Morecambe, LA4 4QY",LA4 4QY,Morecambe,54.0632975,-2.8740851,,,,,,37730236,way,2026-03-06T09:52:37.364694
attractions,Hurst Grange Park,park,,,,,53.7443131,-2.7244523,,,,,,39976962,way,2026-03-06T09:52:37.364697
attractions,Bailrigg House,castle,,,,,54.0148241,-2.7874833,,,,,,42826750,way,2026-03-06T09:52:37.364699
attractions,Village Park,park,,,,,53.6847217,-2.6669232,,,,,,43855149,way,2026-03-06T09:52:37.364701
attractions,Coronation Recreation Ground,park,,,,,53.6517549,-2.6364847,,,,,,44171661,way,2026-03-06T09:52:37.364703
attractions,Carr Brook Linear Park,park,,,,,53.7013326,-2.6364694,,,,,,46333214,way,2026-03-06T09:52:37.364705
attractions,Dalton Square,park,,,,,54.0478535,-2.797719,,,,,,48065150,way,2026-03-06T09:52:37.364707
attractions,Green Ayre,park,,,,,54.0532762,-2.7969585,,,,,,48775520,way,2026-03-06T09:52:37.364709
attractions,Lancaster Castle,attraction,,"Castle Parade, Lancaster, LA1 1YJ",LA1 1YJ,Lancaster,54.0499181,-2.805383,+44 1524 64998,https://lancastercastle.com/,,,limited,48815019,way,2026-03-06T09:52:37.364711
attractions,Lancaster City Museum,museum,,"Market Square, Lancaster, LA1 1HT",LA1 1HT,Lancaster,54.0489464,-2.8017937,,https://www.lancaster.gov.uk/sites/museums/city,"Mo-Tu,Fr-Su 10:30-16:00; We-Th off",,,48815025,way,2026-03-06T09:52:37.364713
attractions,Ryelands Park,park,,,,,54.0579259,-2.8047197,,,,,,48820418,way,2026-03-06T09:52:37.364715
attractions,Lowerfold Park,park,,,,,53.7895254,-2.4080873,,,,,,49780802,way,2026-03-06T09:52:37.364718
attractions,Windsor Road Recreation ground,park,,,,,53.7875636,-2.400356,,,,,,49781646,way,2026-03-06T09:52:37.364720
attractions,The Turrets Community Garden,park,,,,,53.7669112,-2.4209258,,,,,,50806302,way,2026-03-06T09:52:37.364724
attractions,War Memorial,park,,,,,53.7647695,-2.4255182,,,,,,51334629,way,2026-03-06T09:52:37.364726
attractions,Long Wood Park,park,,,,,53.8221922,-2.4512735,,,,,,51985517,way,2026-03-06T09:52:37.364728
attractions,Burnley Training Ground,attraction,,,,,53.8020843,-2.2986455,,,,,,52345146,way,2026-03-06T09:52:37.364730
attractions,Gawthorpe Hall,museum,,"Burnley Road, Burnley, BB12 8UA",BB12 8UA,Burnley,53.8027522,-2.2948019,,https://www.nationaltrust.org.uk/visit/liverpool-lancashire/gawthorpe-hall,,,,52345147,way,2026-03-06T09:52:37.364732
attractions,Mardale Road Play Area,park,,,,,53.8209761,-2.6107284,,,,,,52402276,way,2026-03-06T09:52:37.364733
attractions,Henthorn Park,park,,,,,53.8666049,-2.4022181,,,,,,52512901,way,2026-03-06T09:52:37.364739
attractions,Clitheroe Castle,castle,,,,,53.870797,-2.3931467,,,,,,53573360,way,2026-03-06T09:52:37.364742
attractions,Cleatop Park,nature_reserve,,,,,54.0468555,-2.2768038,,,,,,55147719,way,2026-03-06T09:52:37.364746
attractions,Primrose Nature Reserve,nature_reserve,,,,,53.8646224,-2.3977252,,,,,,55212496,way,2026-03-06T09:52:37.364747
attractions,Stainforth Foss,attraction,,,,,54.1000552,-2.2791743,,,,,,56015518,way,2026-03-06T09:52:37.364749
attractions,Globe Flower Wood,nature_reserve,,,,,54.0957646,-2.1961331,,https://www.ywt.org.uk/nature-reserves/globeflower-wood-nature-reserve,,,no,56241721,way,2026-03-06T09:52:37.364751
attractions,Ribble Steam Railway,museum,,"Chain Caul Road, Preston, PR2 2PD",PR2 2PD,Preston,53.758848,-2.7538032,,https://ribblesteam.org.uk/,,,,56690630,way,2026-03-06T09:52:37.364754
attractions,Ribble Steam Railway,attraction,,"Chain Caul Road, Preston, PR2 2PD",PR2 2PD,Preston,53.7594137,-2.7540853,,,,,,56892984,way,2026-03-06T09:52:37.364756
attractions,Brungerley Park,park,,,,,53.8810958,-2.3959925,,,,,,57376209,way,2026-03-06T09:52:37.364757
attractions,Sunnyhurst Wood,park,,,,,53.7006129,-2.4914071,,,,,,57931831,way,2026-03-06T09:52:37.364759
attractions,Nuttall Park,park,,,,,53.6426208,-2.3118752,,,,,,59830665,way,2026-03-06T09:52:37.364761
attractions,Lane Ends Amenity Area,nature_reserve,,,,,53.9377453,-2.8933826,,,,,,60100032,way,2026-03-06T09:52:37.364763
attractions,Clough Park,park,,,,,53.9137478,-2.1902693,,,,,,62067486,way,2026-03-06T09:52:37.364766
attractions,Denehurst Park,park,,,,,53.6204814,-2.1846729,,,,,,62286053,way,2026-03-06T09:52:37.364768
attractions,Falinge Park,park,,,,,53.623632,-2.1652914,,,,,,62286886,way,2026-03-06T09:52:37.364770
attractions,Mandale Park,park,,,,,53.6092106,-2.1692358,,,,,,62311602,way,2026-03-06T09:52:37.364771
attractions,Broadfield Park,park,,,,,53.6138973,-2.1607086,,,,,,62326473,way,2026-03-06T09:52:37.364773
attractions,Thursby Park,park,,,,,53.8027216,-2.2280964,,,,,,72409970,way,2026-03-06T09:52:37.364775
attractions,Museum of Lancashire,museum,,"Preston, PR1 4YP",PR1 4YP,Preston,53.7613352,-2.6881495,,,closed,,,73584630,way,2026-03-06T09:52:37.364777
attractions,Harris Museum,museum,,"Market Square, Preston, PR1 2PP",PR1 2PP,Preston,53.759152,-2.6983764,+44 1772 905421,http://www.harrismuseum.org.uk/,Mo-Sa 09:00-17:00; Su 11:00-16:00,,yes,73584906,way,2026-03-06T09:52:37.364779
attractions,Turton Tower,attraction,,,,,53.6327949,-2.4089642,,https://turtontower.com/,Mar-Oct We-Su 11:00-16:00,,,73904577,way,2026-03-06T09:52:37.364781
attractions,Farm Yard Wood,park,,,,,53.6813257,-2.6944746,,,,,,78145902,way,2026-03-06T09:52:37.364783
attractions,Rangletts Recreation Ground,park,,,,,53.6453843,-2.6303829,,,,,,79702918,way,2026-03-06T09:52:37.364786
attractions,Granny Park,park,,,,,53.7662261,-2.7575425,,,,,,80867504,way,2026-03-06T09:52:37.364788
attractions,Bilsborrow Village Hall Park,park,,,,,53.8805991,-2.7810888,,,,,,83176749,way,2026-03-06T09:52:37.364790
attractions,Victoria Park,park,,,,,53.6975609,-2.3247577,,,,,,87977520,way,2026-03-06T09:52:37.364791
attractions,Gatty Park,park,,,,,53.7563372,-2.380604,,,,,,92286640,way,2026-03-06T09:52:37.364793
attractions,Queen's Park,park,,,,,53.6005362,-2.2131673,,https://www.rochdale.gov.uk/directory-record/744/queens-park-green-flag-award-heywood,,,,92435499,way,2026-03-06T09:52:37.364795
attractions,Springfield Park,park,,,,,53.6053741,-2.1941099,,,,,,93148550,way,2026-03-06T09:52:37.364797
attractions,Milnshaw Park,park,,,,,53.7570434,-2.3750602,,,,,,98344415,way,2026-03-06T09:52:37.364798
attractions,William Hodgson Sagar Recreation Grounds,park,,,,,53.7853331,-2.8763447,,,,,,98778971,way,2026-03-06T09:52:37.364800
attractions,Ruskin Library,library,,"Lancaster, LA1 4YW",LA1 4YW,Lancaster,54.0099852,-2.7879626,,,,,,100696493,way,2026-03-06T09:52:37.364802
attractions,Scott Park,park,,,,,53.7806675,-2.2570138,,,,,,102215333,way,2026-03-06T09:52:37.364806
attractions,Ightenhill Park,park,,,,,53.7969502,-2.2715059,,,,,,102657420,way,2026-03-06T09:52:37.364807
attractions,Marsden Park,park,,,,,53.8386033,-2.1893376,,,,,,103058204,way,2026-03-06T09:52:37.364809
attractions,Brockholes Nature Reserve,nature_reserve,,,,,53.7717959,-2.6314339,,https://www.lancswt.org.uk/brockholes,,,,110367032,way,2026-03-06T09:52:37.364811
attractions,Brockholes Visitor Village,attraction,,,,,53.7711157,-2.6272054,,,,,,110647408,way,2026-03-06T09:52:37.364813
attractions,Low Green,park,,,,,53.9832356,-2.1007464,,,,,,114999756,way,2026-03-06T09:52:37.364815
attractions,Jubilee Playing Fields,park,,,,,53.6099964,-2.6065352,,,,,,117609728,way,2026-03-06T09:52:37.364817
attractions,King George's Field,park,,,,,53.6197298,-2.5979111,,,,,,117817508,way,2026-03-06T09:52:37.364819
attractions,Town Head Barn,attraction,,"Cove Road, Skipton, BD23 4DJ",BD23 4DJ,Skipton,54.0649317,-2.1558922,,,,,,118318396,way,2026-03-06T09:52:37.364822
attractions,Royal Albert Playing Fields,park,,,,,54.0303809,-2.8003795,,,,,,121514536,way,2026-03-06T09:52:37.364824
attractions,Heysham Moss,nature_reserve,,,,,54.0398034,-2.8821132,,,,,,123138573,way,2026-03-06T09:52:37.364828
attractions,Quay Meadow,park,,,,,54.0524964,-2.8064578,,,,,,125697050,way,2026-03-06T09:52:37.364830
attractions,Dobroyd Castle,castle,,,,,53.7106571,-2.1081069,,,,,,126355228,way,2026-03-06T09:52:37.364832
attractions,Centre Vale Park,park,,,,,53.7187875,-2.1059996,,,,,,127577513,way,2026-03-06T09:52:37.364833
attractions,Cutwood Park,park,,,,,53.7647021,-2.4301123,,,,,,131873950,way,2026-03-06T09:52:37.364835
attractions,Moss Side Village Green,park,,,,,53.6912586,-2.7316803,,,,,,155995174,way,2026-03-06T09:52:37.364838
attractions,Paradise Park,park,,,,,53.6959804,-2.7326037,,,,,,158018636,way,2026-03-06T09:52:37.364840
attractions,Standen Park House,castle,,"Standen Park House, Lancaster, LA1 3FF",LA1 3FF,Lancaster,54.0470948,-2.7764954,,,,,,158261637,way,2026-03-06T09:52:37.364842
attractions,Butterfly House,attraction,,,,,54.0453967,-2.7811467,,https://www.lancaster.gov.uk/sites/williamson-park/butterfly-house,,,,158264239,way,2026-03-06T09:52:37.364844
attractions,Letcliffe Country Park,park,,,,,53.9095028,-2.1862661,,,,,,158706428,way,2026-03-06T09:52:37.364845
attractions,Victory Park,park,,,,,53.9227937,-2.1876663,,,,,,158721697,way,2026-03-06T09:52:37.364849
attractions,Bold Venture Park (Upper Section),park,,,,,53.6889191,-2.4774396,,,,,,158857557,way,2026-03-06T09:52:37.364851
attractions,Valley Gardens,park,,,,,53.9183238,-2.1903922,,,,,,158935107,way,2026-03-06T09:52:37.364852
attractions,Millenium Green,park,,,,,53.8539298,-2.1758844,,,,,,159327008,way,2026-03-06T09:52:37.364854
attractions,Pendle Heritage Centre,museum,,,,,53.8538177,-2.2107392,,https://www.pendleheritage.co.uk/pendle-heritage-centre/,,,,160947761,way,2026-03-06T09:52:37.364856
attractions,Barrowford Park,park,,,,,53.8523749,-2.2132881,,https://www.pendle.gov.uk/info/20088/parks_and_outdoor_recreation/243/parks_in_pendle/4,,,,160948471,way,2026-03-06T09:52:37.364858
attractions,Burnley Wood Park,park,,,,,53.7827034,-2.2342011,,,,,,168615310,way,2026-03-06T09:52:37.364860
attractions,Stock Park,park,,,,,53.8070026,-2.2373759,,,,,,170297350,way,2026-03-06T09:52:37.364862
attractions,Rhyddings Park,park,,,,,53.7418333,-2.3888659,,,,,,177526832,way,2026-03-06T09:52:37.364865
attractions,RSPB Reserve Hesketh Out Marsh,nature_reserve,,,,,53.7191387,-2.8861848,,,,,,179959099,way,2026-03-06T09:52:37.364869
attractions,Avenham Park,park,,,,,53.753092,-2.6992346,,,,,,181000231,way,2026-03-06T09:52:37.364872
attractions,Frenchwood Knoll,park,,,,,53.7537288,-2.6933763,,,,,,181000239,way,2026-03-06T09:52:37.364874
attractions,Freeman's Woods,park,,,,,54.0462942,-2.8252619,,https://www.freemanswood.com/,,,,181597678,way,2026-03-06T09:52:37.364877
attractions,Coronation Field,park,,,,,54.0453851,-2.8216448,,,,,,181644924,way,2026-03-06T09:52:37.364878
attractions,Jubilee Park,park,,,,,53.7684283,-2.7636857,,,,,,182894907,way,2026-03-06T09:52:37.364880
attractions,Winmarleigh Moss,nature_reserve,,,,,53.9254672,-2.8462141,,,,,,186052915,way,2026-03-06T09:52:37.364882
attractions,Kepple Lane Park,park,,,,,53.8971842,-2.7854266,,,,,,188455830,way,2026-03-06T09:52:37.364884
attractions,Buckshaw Village Green,park,,,,,53.6795034,-2.6583226,,,,,,191074476,way,2026-03-06T09:52:37.364886
attractions,Maltby Square,park,,,,,53.6781357,-2.653228,,,,,,191539807,way,2026-03-06T09:52:37.364888
attractions,Jubilee Tower,monument,,,,,54.0097393,-2.7000203,,,,,,200987541,way,2026-03-06T09:52:37.364890
attractions,Whalley Playing Field,park,,,,,54.0517478,-2.7879369,,https://misswhalleysfield.org.uk/,,,,202716137,way,2026-03-06T09:52:37.364893
attractions,King George V Playing Fields,park,,,,,53.7409834,-2.3590226,,,,,,203084723,way,2026-03-06T09:52:37.364895
attractions,Lightning XS928,attraction,,,,,53.7466,-2.8896551,,,,,,205956782,way,2026-03-06T09:52:37.364897
attractions,Hazel Moor,park,,,,,53.7908882,-2.4838308,,,,,,211713907,way,2026-03-06T09:52:37.364899
attractions,Wycoller Hall,attraction,,,,,53.8491292,-2.1038691,,,,,,212401539,way,2026-03-06T09:52:37.364901
attractions,Smithills Hall,attraction,,"Smithills Dean Road, Bolton, BL1 7NP",BL1 7NP,Bolton,53.6025311,-2.4556285,,https://www.friendsofsmithillshall.co.uk/,We-Fr 10:00-16:00; Su 12:00-16:00,,,215189410,way,2026-03-06T09:52:37.364902
attractions,Beacon Fell Country Park,park,,,,,53.8793555,-2.657554,,,,,,218400679,way,2026-03-06T09:52:37.364904
attractions,Quarry Hill Nature Reserve,nature_reserve,,,,,53.8273023,-2.2056724,,https://www.pendle.gov.uk/info/20088/parks_and_outdoor_recreation/264/local_nature_reserves/6,,,,219710543,way,2026-03-06T09:52:37.364906
attractions,Witton Country Park,park,,,,,53.743404,-2.5206645,,,,,yes,226067069,way,2026-03-06T09:52:37.364908
attractions,Memorial Park,park,,,,,53.7835189,-2.8732969,,,,,,230110478,way,2026-03-06T09:52:37.364913
attractions,Memorial Gardens,park,,,,,53.6163981,-2.1601964,,,,,,247043989,way,2026-03-06T09:52:37.364917
attractions,Touchstones,museum,,,,,53.6151097,-2.1620867,,https://www.yourtrustrochdale.co.uk/venues/touchstones-rochdale/,,,yes,247043990,way,2026-03-06T09:52:37.364918
attractions,Cockersand Abbey,attraction,,,,,53.9767192,-2.8749211,,https://historicengland.org.uk/listing/the-list/list-entry/1018919,,,,248610770,way,2026-03-06T09:52:37.364920
attractions,Martin Mere Visitor Centre,attraction,,,,,53.6226553,-2.8651297,,,,,,253366605,way,2026-03-06T09:52:37.364922
attractions,The Aisled Barn,museum,,,,,53.8487911,-2.1033127,,,,,,254161399,way,2026-03-06T09:52:37.364924
attractions,Bridge Street Gardens,park,,,,,53.6482237,-2.3138153,,,,,,263480191,way,2026-03-06T09:52:37.364925
attractions,Stanney Brook Park,park,,,,,53.6053891,-2.1207807,,,,,,266688929,way,2026-03-06T09:52:37.364927
attractions,Haworth Art Gallery,museum,,,,,53.7403578,-2.3544982,,https://historicengland.org.uk/listing/the-list/list-entry/1205787,,,,288010239,way,2026-03-06T09:52:37.364929
attractions,Haworth Park,park,,,,,53.7408758,-2.3547094,,,,,,288010240,way,2026-03-06T09:52:37.364933
attractions,Blackburn Museum and Art Gallery,museum,,"Museum Street, Blackburn, BB1 7AJ",BB1 7AJ,Blackburn,53.7504135,-2.483967,,https://www.blackburn.gov.uk/Pages/Museum-and-art-gallery.aspx,,,,294440013,way,2026-03-06T09:52:37.364936
attractions,Burrs Country Park,park,,,,,53.6102536,-2.3054368,,,,,,312095805,way,2026-03-06T09:52:37.364939
attractions,Eaves Brook Linear Park,park,,,,,53.7773965,-2.6813373,,,,,,320516377,way,2026-03-06T09:52:37.364941
attractions,Sawley Abbey,attraction,,,,,53.9133379,-2.3416185,,https://www.english-heritage.org.uk/visit/places/sawley-abbey/,,,,327481008,way,2026-03-06T09:52:37.364943
attractions,Museum of Local Crafts & Industries,museum,,,,,53.7741404,-2.2230967,,https://historicengland.org.uk/listing/the-list/list-entry/1247300,,,,330265161,way,2026-03-06T09:52:37.364945
attractions,Towneley Hall,museum,,"Holmes Street, Burnley, BB11 3RQ",BB11 3RQ,Burnley,53.7739655,-2.2223586,,https://towneley.org.uk/,Sa-Th 12:00-17:00,,,330265163,way,2026-03-06T09:52:37.364947
attractions,Memorial Park,park,,,,,53.7925751,-2.4047747,,,,,,334341925,way,2026-03-06T09:52:37.364949
attractions,Astley Hall,museum,,,,,53.6595631,-2.6453112,,https://historicengland.org.uk/listing/the-list/list-entry/1362068,,,,334358384,way,2026-03-06T09:52:37.364951
attractions,Stable Block to Astley Hall,attraction,,,,,53.6598849,-2.6463112,,https://historicengland.org.uk/listing/the-list/list-entry/1072628,,,,334358390,way,2026-03-06T09:52:37.364952
attractions,Tansley Recreation Ground,park,,,,,53.6204463,-2.6727755,,,,,,339298496,way,2026-03-06T09:52:37.364954
attractions,Hamer Pasture Reservoir,nature_reserve,,,,,53.6419898,-2.1609592,,,,,,351227294,way,2026-03-06T09:52:37.364956
attractions,Middleforth Green,park,,,,,53.7412989,-2.7100169,,,,,,353241426,way,2026-03-06T09:52:37.364959
attractions,British Commercial Vehicle Museum,museum,,"King Street, Leyland, PR25 2LE",PR25 2LE,Leyland,53.6936796,-2.6947436,,https://www.britishcommercialvehiclemuseum.com/,,,,367005537,way,2026-03-06T09:52:37.364961
attractions,Highfield Recreation Ground,park,,,,,54.0480335,-2.7843574,,,24/7,,,370013142,way,2026-03-06T09:52:37.364963
attractions,Barton Road Playing Field,park,,,,,54.0313546,-2.790749,,,,,,374406918,way,2026-03-06T09:52:37.364965
attractions,Judges' Lodgings Museum,museum,,"Castle Hill, Lancaster, LA1 1YS",LA1 1YS,Lancaster,54.0501234,-2.803866,,,,,,387154361,way,2026-03-06T09:52:37.364967
attractions,Healy Wood,park,,,,,53.7795982,-2.247273,,,,,,388926964,way,2026-03-06T09:52:37.364969
attractions,Sharples Park,park,,,,,53.607331,-2.4273383,,,,,,394138792,way,2026-03-06T09:52:37.364971
attractions,Barlow Park,park,,,,,53.6027554,-2.446616,,,,,,394509880,way,2026-03-06T09:52:37.364972
attractions,Clarence Park,park,,,,,53.6058103,-2.2865722,,,,,,395192753,way,2026-03-06T09:52:37.364974
